Deal_ID,Region,Customer_Segment,Deal_Stage,Lead_Source,Engagement_Score,Deal_Creation_Date,Deal_Closure_Date,Deal_Size,MRR,ARR,Salesperson
OPP-191,EMEA,Enterprise,Qualified,Inbound,4.98,2023-11-07,,77633.04,6469.42,77633.04,EMEA-Enterprise-3
OPP-192,EMEA,Enterprise,Proposal Sent,Inbound,5.16,2023-02-08,2024-09-10,75485.19,6290.43,75485.19,EMEA-Enterprise-1
OPP-193,EMEA,Enterprise,Closed Won,Event,6.54,2024-06-03,2023-04-26,44603.86,3716.99,44603.86,EMEA-Enterprise-2
OPP-194,EMEA,Enterprise,Closed Won,Partner,3.89,2024-05-02,2023-06-07,66984.02,5582.0,66984.02,EMEA-Enterprise-2
OPP-195,EMEA,Enterprise,Closed Won,Event,9.84,2023-03-28,2024-01-20,67031.39,5585.95,67031.39,EMEA-Enterprise-2
OPP-196,EMEA,Enterprise,Negotiation,Marketing Campaign,5.72,2024-09-16,2025-03-05,42348.53,3529.04,42348.53,EMEA-Enterprise-2
OPP-197,EMEA,Enterprise,Proposal Sent,Event,7.11,2023-02-23,,95076.21,7923.02,95076.21,EMEA-Enterprise-1
OPP-198,EMEA,Enterprise,Qualified,Inbound,7.11,2023-10-18,2023-12-05,78838.32,6569.86,78838.32,EMEA-Enterprise-1
OPP-199,EMEA,Enterprise,Proposal Sent,Inbound,4.15,2024-11-02,2025-04-13,60001.72,5000.14,60001.72,EMEA-Enterprise-3
OPP-200,EMEA,Enterprise,Negotiation,Inbound,6.03,2024-10-20,,47737.1,3978.09,47737.1,EMEA-Enterprise-3
OPP-201,EMEA,Enterprise,Negotiation,Event,7.65,2024-12-02,,88791.09,7399.26,88791.09,EMEA-Enterprise-3
OPP-202,EMEA,Enterprise,Negotiation,Outbound,1.16,2023-11-13,2024-04-14,45607.18,3800.6,45607.18,EMEA-Enterprise-2
OPP-203,EMEA,Enterprise,Negotiation,Inbound,10.0,2023-06-08,2023-08-27,60503.94,5041.99,60503.94,EMEA-Enterprise-2
OPP-204,EMEA,Enterprise,Proposal Sent,Partner,5.74,2024-11-08,2023-10-27,70461.38,5871.78,70461.38,EMEA-Enterprise-1
OPP-205,EMEA,Enterprise,Qualified,Inbound,7.24,2024-10-01,,75834.79,6319.57,75834.79,EMEA-Enterprise-2
OPP-206,EMEA,Enterprise,Proposal Sent,Outbound,7.09,2023-09-01,,49932.35,4161.03,49932.35,EMEA-Enterprise-3
OPP-207,EMEA,Enterprise,Negotiation,Event,3.11,2023-09-02,2025-09-18,76635.73,6386.31,76635.73,EMEA-Enterprise-1
OPP-208,EMEA,Enterprise,Qualified,Partner,6.13,2024-03-27,2024-08-31,94238.46,7853.21,94238.46,EMEA-Enterprise-2
OPP-209,EMEA,Enterprise,Proposal Sent,Outbound,2.46,2023-07-24,,86687.44,7223.95,86687.44,EMEA-Enterprise-1
OPP-210,EMEA,Enterprise,Qualified,Partner,8.87,2024-07-21,,48303.91,4025.33,48303.91,EMEA-Enterprise-3
OPP-211,EMEA,Enterprise,Proposal Sent,Inbound,1.75,2023-06-14,2025-12-18,82684.06,6890.34,82684.06,EMEA-Enterprise-1
OPP-212,EMEA,Enterprise,Proposal Sent,Marketing Campaign,3.0,2024-04-06,,48840.92,4070.08,48840.92,EMEA-Enterprise-2
OPP-213,EMEA,Enterprise,Proposal Sent,Outbound,4.37,2024-01-31,,95828.32,7985.69,95828.32,EMEA-Enterprise-2
OPP-214,EMEA,Enterprise,Qualified,Marketing Campaign,8.55,2024-10-27,2023-11-27,62494.76,5207.9,62494.76,EMEA-Enterprise-3
OPP-215,EMEA,Enterprise,Qualified,Event,7.26,2023-05-23,,48255.98,4021.33,48255.98,EMEA-Enterprise-3
OPP-216,EMEA,Enterprise,Negotiation,Marketing Campaign,1.17,2023-08-09,,68146.61,5678.88,68146.61,EMEA-Enterprise-1
OPP-217,EMEA,Enterprise,Negotiation,Outbound,2.0,2023-10-23,2023-10-08,72928.25,6077.35,72928.25,EMEA-Enterprise-3
OPP-218,EMEA,Enterprise,Proposal Sent,Event,5.11,2023-04-24,,42864.97,3572.08,42864.97,EMEA-Enterprise-3
OPP-219,EMEA,Enterprise,Proposal Sent,Partner,6.18,2023-05-28,2023-02-04,69989.75,5832.48,69989.75,EMEA-Enterprise-1
OPP-220,EMEA,Enterprise,Qualified,Outbound,6.98,2023-03-29,2025-02-08,76888.57,6407.38,76888.57,EMEA-Enterprise-3
OPP-221,EMEA,Enterprise,Proposal Sent,Outbound,9.89,2024-07-21,2025-09-20,44060.76,3671.73,44060.76,EMEA-Enterprise-3
OPP-222,EMEA,Enterprise,Proposal Sent,Outbound,7.73,2024-01-01,,42612.07,3551.01,42612.07,EMEA-Enterprise-2
OPP-223,EMEA,Enterprise,Negotiation,Partner,7.94,2023-12-07,2025-01-22,60688.15,5057.35,60688.15,EMEA-Enterprise-3
OPP-224,EMEA,Enterprise,Closed Won,Inbound,8.01,2024-04-20,,72760.82,6063.4,72760.82,EMEA-Enterprise-3
OPP-225,EMEA,Enterprise,Qualified,Inbound,7.44,2024-04-13,2024-03-19,68711.87,5725.99,68711.87,EMEA-Enterprise-2
OPP-226,EMEA,Enterprise,Qualified,Inbound,9.4,2024-06-11,2025-09-27,42628.38,3552.36,42628.38,EMEA-Enterprise-2
OPP-227,EMEA,Enterprise,Negotiation,Inbound,4.21,2023-02-18,,55198.83,4599.9,55198.83,EMEA-Enterprise-2
OPP-228,EMEA,Enterprise,Qualified,Outbound,9.01,2024-03-26,,59915.48,4992.96,59915.48,EMEA-Enterprise-2
OPP-229,EMEA,Enterprise,Closed Lost,Outbound,5.48,2024-06-15,2023-07-20,63198.69,5266.56,63198.69,EMEA-Enterprise-2
OPP-230,EMEA,Enterprise,Qualified,Partner,8.4,2024-07-12,2023-08-30,83624.88,6968.74,83624.88,EMEA-Enterprise-2
OPP-231,EMEA,Enterprise,Negotiation,Inbound,6.42,2024-03-12,2025-07-29,44804.13,3733.68,44804.13,EMEA-Enterprise-2
OPP-232,EMEA,Enterprise,Qualified,Event,4.17,2024-03-21,2023-05-29,61092.82,5091.07,61092.82,EMEA-Enterprise-2
OPP-233,EMEA,Enterprise,Negotiation,Outbound,8.21,2024-11-26,2023-04-05,44502.47,3708.54,44502.47,EMEA-Enterprise-3
OPP-234,EMEA,Enterprise,Negotiation,Event,1.31,2023-03-10,2025-02-20,48566.77,4047.23,48566.77,EMEA-Enterprise-1
OPP-235,EMEA,Enterprise,Closed Won,Inbound,2.38,2024-04-05,,61729.03,5144.09,61729.03,EMEA-Enterprise-2
OPP-236,EMEA,Enterprise,Negotiation,Outbound,5.77,2024-02-12,2024-08-24,62320.8,5193.4,62320.8,EMEA-Enterprise-1
OPP-237,EMEA,Enterprise,Qualified,Partner,5.49,2024-02-01,,54976.7,4581.39,54976.7,EMEA-Enterprise-2
OPP-238,EMEA,Enterprise,Negotiation,Partner,2.93,2024-09-18,2025-11-02,47065.66,3922.14,47065.66,EMEA-Enterprise-2
OPP-239,EMEA,Enterprise,Qualified,Inbound,2.55,2024-12-31,2023-07-30,52010.7,4334.22,52010.7,EMEA-Enterprise-2
OPP-240,EMEA,Enterprise,Closed Lost,Marketing Campaign,7.01,2024-12-27,2024-09-17,88630.79,7385.9,88630.79,EMEA-Enterprise-3
OPP-241,EMEA,Enterprise,Closed Won,Partner,9.35,2024-10-15,2025-02-10,93479.9,7789.99,93479.9,EMEA-Enterprise-3
OPP-242,EMEA,Enterprise,Qualified,Inbound,2.25,2024-05-20,2025-02-25,70525.34,5877.11,70525.34,EMEA-Enterprise-2
OPP-243,EMEA,Enterprise,Closed Lost,Inbound,8.96,2023-03-09,2025-10-08,68044.35,5670.36,68044.35,EMEA-Enterprise-3
OPP-244,EMEA,Enterprise,Negotiation,Event,1.66,2023-11-21,2025-08-10,71541.74,5961.81,71541.74,EMEA-Enterprise-3
OPP-245,EMEA,Enterprise,Proposal Sent,Inbound,8.46,2024-07-18,2024-02-08,67949.99,5662.5,67949.99,EMEA-Enterprise-1
OPP-246,EMEA,Enterprise,Qualified,Outbound,8.81,2023-05-08,2024-10-15,86066.9,7172.24,86066.9,EMEA-Enterprise-3
OPP-247,EMEA,Enterprise,Proposal Sent,Partner,4.11,2024-06-15,,49879.42,4156.62,49879.42,EMEA-Enterprise-2
OPP-248,EMEA,Enterprise,Qualified,Partner,5.96,2023-05-09,2023-08-11,90756.02,7563.0,90756.02,EMEA-Enterprise-1
OPP-249,EMEA,Enterprise,Qualified,Marketing Campaign,2.39,2024-11-05,2024-12-23,70154.39,5846.2,70154.39,EMEA-Enterprise-2
OPP-250,EMEA,Enterprise,Proposal Sent,Event,1.26,2023-02-16,,90551.8,7545.98,90551.8,EMEA-Enterprise-3
OPP-251,EMEA,Enterprise,Qualified,Inbound,6.15,2024-09-24,2025-11-16,86261.34,7188.44,86261.34,EMEA-Enterprise-2
OPP-252,EMEA,Enterprise,Proposal Sent,Partner,3.72,2023-09-08,,93339.81,7778.32,93339.81,EMEA-Enterprise-3
OPP-253,EMEA,Enterprise,Qualified,Inbound,1.54,2024-03-26,2025-09-09,81099.45,6758.29,81099.45,EMEA-Enterprise-2
OPP-254,EMEA,Enterprise,Negotiation,Inbound,7.47,2023-12-20,,52241.38,4353.45,52241.38,EMEA-Enterprise-1
OPP-255,EMEA,Enterprise,Proposal Sent,Outbound,3.87,2024-04-22,2025-08-09,47845.97,3987.16,47845.97,EMEA-Enterprise-2
OPP-256,EMEA,Enterprise,Qualified,Inbound,4.46,2024-09-22,2023-12-25,54875.13,4572.93,54875.13,EMEA-Enterprise-2
OPP-257,EMEA,Enterprise,Closed Won,Partner,2.71,2023-06-13,2025-12-21,88808.67,7400.72,88808.67,EMEA-Enterprise-3
OPP-258,EMEA,Enterprise,Closed Won,Outbound,1.81,2024-02-07,2024-06-08,68008.91,5667.41,68008.91,EMEA-Enterprise-1
OPP-259,EMEA,Enterprise,Proposal Sent,Inbound,5.45,2024-10-31,2024-09-08,52908.67,4409.06,52908.67,EMEA-Enterprise-1
OPP-260,EMEA,Enterprise,Closed Won,Outbound,8.94,2024-01-10,,72201.44,6016.79,72201.44,EMEA-Enterprise-3
OPP-261,EMEA,Enterprise,Proposal Sent,Outbound,2.75,2024-07-20,2025-04-02,61956.24,5163.02,61956.24,EMEA-Enterprise-1
OPP-262,EMEA,Enterprise,Negotiation,Inbound,9.9,2024-11-27,2023-10-22,70255.33,5854.61,70255.33,EMEA-Enterprise-3
OPP-263,EMEA,Enterprise,Proposal Sent,Event,4.05,2024-01-10,,98504.97,8208.75,98504.97,EMEA-Enterprise-2
OPP-264,EMEA,Enterprise,Proposal Sent,Outbound,1.41,2023-05-21,,51943.47,4328.62,51943.47,EMEA-Enterprise-3
OPP-265,EMEA,Enterprise,Proposal Sent,Inbound,9.04,2023-05-24,2024-11-14,88237.95,7353.16,88237.95,EMEA-Enterprise-1
OPP-266,EMEA,Enterprise,Closed Lost,Partner,3.69,2023-12-11,2025-12-10,49750.12,4145.84,49750.12,EMEA-Enterprise-2
OPP-267,EMEA,Enterprise,Negotiation,Inbound,8.34,2024-01-13,2023-09-13,71940.39,5995.03,71940.39,EMEA-Enterprise-2
OPP-268,EMEA,Enterprise,Proposal Sent,Event,7.53,2024-12-05,2025-09-29,98793.88,8232.82,98793.88,EMEA-Enterprise-3
OPP-269,EMEA,Enterprise,Negotiation,Marketing Campaign,6.21,2023-08-22,,55931.83,4660.99,55931.83,EMEA-Enterprise-1
OPP-270,EMEA,Enterprise,Qualified,Partner,6.58,2024-01-25,2024-06-11,75011.4,6250.95,75011.4,EMEA-Enterprise-2
OPP-271,EMEA,Enterprise,Closed Won,Inbound,1.17,2023-11-18,2025-05-26,41894.23,3491.19,41894.23,EMEA-Enterprise-1
OPP-272,EMEA,Enterprise,Proposal Sent,Event,9.28,2023-03-05,,81430.02,6785.84,81430.02,EMEA-Enterprise-2
OPP-273,EMEA,Enterprise,Proposal Sent,Marketing Campaign,5.31,2024-01-21,2024-01-21,71120.99,5926.75,71120.99,EMEA-Enterprise-1
OPP-274,EMEA,Enterprise,Proposal Sent,Outbound,7.08,2024-11-28,2024-07-26,67579.81,5631.65,67579.81,EMEA-Enterprise-2
OPP-275,EMEA,Enterprise,Qualified,Inbound,6.02,2023-08-19,,76604.59,6383.72,76604.59,EMEA-Enterprise-3
OPP-276,EMEA,Enterprise,Negotiation,Partner,7.21,2024-05-15,2025-01-15,98935.62,8244.64,98935.62,EMEA-Enterprise-2
OPP-277,EMEA,Enterprise,Closed Won,Partner,3.59,2024-08-10,2025-03-19,73629.26,6135.77,73629.26,EMEA-Enterprise-2
OPP-278,EMEA,Enterprise,Proposal Sent,Inbound,7.96,2023-05-30,2024-09-12,93745.63,7812.14,93745.63,EMEA-Enterprise-1
OPP-279,EMEA,Enterprise,Qualified,Marketing Campaign,6.9,2024-05-05,2024-08-09,97318.82,8109.9,97318.82,EMEA-Enterprise-1
OPP-280,EMEA,Enterprise,Negotiation,Inbound,6.54,2024-08-23,2023-05-15,95981.44,7998.45,95981.44,EMEA-Enterprise-3
OPP-281,EMEA,Enterprise,Proposal Sent,Partner,1.47,2024-02-28,2025-09-25,80190.04,6682.5,80190.04,EMEA-Enterprise-1
OPP-282,EMEA,Enterprise,Negotiation,Inbound,5.95,2023-06-11,2025-10-02,46032.69,3836.06,46032.69,EMEA-Enterprise-1
OPP-283,EMEA,Enterprise,Qualified,Marketing Campaign,3.89,2024-10-23,2023-08-03,68646.91,5720.58,68646.91,EMEA-Enterprise-1
OPP-284,EMEA,Enterprise,Qualified,Partner,8.65,2023-02-08,,79137.92,6594.83,79137.92,EMEA-Enterprise-2
OPP-285,EMEA,Enterprise,Closed Won,Inbound,9.28,2024-02-11,,50503.89,4208.66,50503.89,EMEA-Enterprise-3
OPP-286,EMEA,Enterprise,Negotiation,Event,3.61,2023-02-08,2023-09-08,51178.7,4264.89,51178.7,EMEA-Enterprise-2
OPP-287,EMEA,Enterprise,Proposal Sent,Outbound,6.77,2024-06-20,2023-11-02,95707.29,7975.61,95707.29,EMEA-Enterprise-2
OPP-288,EMEA,Enterprise,Proposal Sent,Inbound,2.01,2023-06-16,,91063.58,7588.63,91063.58,EMEA-Enterprise-2
OPP-289,EMEA,Enterprise,Negotiation,Inbound,4.03,2023-10-30,2024-03-02,78897.12,6574.76,78897.12,EMEA-Enterprise-1
OPP-290,EMEA,Enterprise,Closed Won,Event,8.44,2024-06-11,2025-05-01,50529.69,4210.81,50529.69,EMEA-Enterprise-2
OPP-291,EMEA,Enterprise,Qualified,Inbound,3.91,2023-09-12,2025-03-27,80155.35,6679.61,80155.35,EMEA-Enterprise-3
OPP-292,EMEA,Enterprise,Negotiation,Marketing Campaign,3.72,2024-08-09,2025-02-06,54131.28,4510.94,54131.28,EMEA-Enterprise-2
OPP-293,EMEA,Enterprise,Qualified,Inbound,3.76,2024-02-20,2024-10-29,81566.12,6797.18,81566.12,EMEA-Enterprise-1
OPP-294,EMEA,Enterprise,Negotiation,Marketing Campaign,4.31,2023-08-15,2023-11-01,81417.42,6784.78,81417.42,EMEA-Enterprise-3
OPP-295,EMEA,Enterprise,Proposal Sent,Marketing Campaign,4.36,2024-12-19,2025-09-22,68690.91,5724.24,68690.91,EMEA-Enterprise-1
OPP-296,EMEA,Enterprise,Closed Won,Event,7.86,2024-11-27,,85441.03,7120.09,85441.03,EMEA-Enterprise-3
OPP-297,EMEA,Enterprise,Qualified,Outbound,7.33,2023-03-21,,92388.1,7699.01,92388.1,EMEA-Enterprise-2
OPP-298,EMEA,Enterprise,Closed Won,Marketing Campaign,2.82,2024-07-03,2024-12-03,46732.53,3894.38,46732.53,EMEA-Enterprise-3
OPP-299,EMEA,Enterprise,Proposal Sent,Partner,7.45,2024-05-15,2025-12-12,91269.16,7605.76,91269.16,EMEA-Enterprise-3
OPP-300,EMEA,Enterprise,Qualified,Inbound,4.74,2024-07-31,2025-09-04,66728.96,5560.75,66728.96,EMEA-Enterprise-2
OPP-301,EMEA,Enterprise,Proposal Sent,Inbound,3.29,2023-01-04,,80366.06,6697.17,80366.06,EMEA-Enterprise-1
OPP-302,EMEA,Enterprise,Qualified,Inbound,1.57,2023-03-03,,74698.68,6224.89,74698.68,EMEA-Enterprise-1
OPP-303,EMEA,Enterprise,Closed Won,Inbound,4.68,2023-05-19,,44141.15,3678.43,44141.15,EMEA-Enterprise-2
OPP-304,EMEA,Enterprise,Negotiation,Outbound,9.94,2024-01-27,2025-03-15,98700.0,8225.0,98700.0,EMEA-Enterprise-2
OPP-305,EMEA,Enterprise,Negotiation,Partner,5.85,2024-10-31,,62538.73,5211.56,62538.73,EMEA-Enterprise-2
OPP-306,EMEA,Enterprise,Closed Lost,Outbound,2.15,2023-08-17,,47117.99,3926.5,47117.99,EMEA-Enterprise-3
OPP-307,EMEA,Enterprise,Closed Lost,Outbound,7.47,2024-03-10,2024-05-16,85370.76,7114.23,85370.76,EMEA-Enterprise-2
OPP-308,EMEA,Enterprise,Proposal Sent,Inbound,9.44,2023-04-26,2025-06-08,54850.72,4570.89,54850.72,EMEA-Enterprise-2
OPP-309,EMEA,Enterprise,Closed Won,Event,3.17,2023-03-10,2023-04-10,76895.39,6407.95,76895.39,EMEA-Enterprise-2
OPP-310,EMEA,Enterprise,Negotiation,Event,3.2,2023-02-15,2024-05-25,66786.46,5565.54,66786.46,EMEA-Enterprise-1
OPP-311,EMEA,Enterprise,Negotiation,Event,2.26,2023-10-24,2024-11-15,72385.59,6032.13,72385.59,EMEA-Enterprise-1
OPP-312,EMEA,Enterprise,Negotiation,Event,3.13,2023-05-27,,74648.49,6220.71,74648.49,EMEA-Enterprise-2
OPP-313,EMEA,Enterprise,Proposal Sent,Inbound,6.01,2024-08-28,,71275.06,5939.59,71275.06,EMEA-Enterprise-2
OPP-314,EMEA,Enterprise,Negotiation,Outbound,5.46,2023-12-19,,94694.66,7891.22,94694.66,EMEA-Enterprise-3
OPP-315,EMEA,Enterprise,Negotiation,Inbound,4.75,2023-06-02,2024-02-12,80280.55,6690.05,80280.55,EMEA-Enterprise-3
OPP-316,EMEA,Enterprise,Proposal Sent,Event,3.71,2024-12-25,2025-09-06,85264.97,7105.41,85264.97,EMEA-Enterprise-3
OPP-317,EMEA,Enterprise,Proposal Sent,Marketing Campaign,6.02,2023-05-18,2024-07-07,94884.47,7907.04,94884.47,EMEA-Enterprise-2
OPP-318,EMEA,Enterprise,Negotiation,Marketing Campaign,8.62,2023-04-05,2024-02-26,52200.2,4350.02,52200.2,EMEA-Enterprise-2
OPP-319,EMEA,Enterprise,Proposal Sent,Partner,1.36,2023-03-16,2024-04-20,43092.2,3591.02,43092.2,EMEA-Enterprise-1
OPP-320,EMEA,Enterprise,Closed Won,Inbound,9.61,2023-01-16,2024-02-25,68763.65,5730.3,68763.65,EMEA-Enterprise-2
OPP-321,EMEA,Enterprise,Qualified,Marketing Campaign,5.31,2023-09-06,2024-03-25,97724.65,8143.72,97724.65,EMEA-Enterprise-3
OPP-322,EMEA,Enterprise,Qualified,Inbound,3.55,2024-04-22,2025-02-05,63797.92,5316.49,63797.92,EMEA-Enterprise-2
OPP-323,EMEA,Enterprise,Proposal Sent,Event,5.19,2024-04-25,,58505.34,4875.44,58505.34,EMEA-Enterprise-3
OPP-324,EMEA,Enterprise,Qualified,Inbound,1.41,2023-08-15,,59214.0,4934.5,59214.0,EMEA-Enterprise-2
OPP-325,EMEA,Enterprise,Proposal Sent,Outbound,7.48,2023-10-30,2024-12-07,40973.19,3414.43,40973.19,EMEA-Enterprise-2
OPP-326,EMEA,Enterprise,Proposal Sent,Inbound,5.96,2024-12-02,2025-10-28,53801.12,4483.43,53801.12,EMEA-Enterprise-1
OPP-327,EMEA,Enterprise,Negotiation,Outbound,2.51,2023-12-27,2025-10-28,97990.5,8165.88,97990.5,EMEA-Enterprise-3
OPP-328,EMEA,Enterprise,Closed Won,Marketing Campaign,9.62,2024-06-20,2023-07-03,51042.87,4253.57,51042.87,EMEA-Enterprise-3
OPP-329,EMEA,Enterprise,Negotiation,Event,4.71,2024-10-07,2023-12-07,96711.29,8059.27,96711.29,EMEA-Enterprise-2
OPP-330,EMEA,Enterprise,Proposal Sent,Outbound,6.56,2024-11-13,,40548.49,3379.04,40548.49,EMEA-Enterprise-1
OPP-331,EMEA,Enterprise,Negotiation,Inbound,5.79,2024-02-26,2024-08-16,94765.09,7897.09,94765.09,EMEA-Enterprise-1
OPP-332,EMEA,Enterprise,Qualified,Outbound,7.28,2024-03-16,,72144.29,6012.02,72144.29,EMEA-Enterprise-1
OPP-333,EMEA,Enterprise,Qualified,Inbound,2.34,2023-07-16,2024-07-01,94586.4,7882.2,94586.4,EMEA-Enterprise-3
OPP-334,EMEA,Enterprise,Qualified,Outbound,4.36,2024-02-20,2024-06-13,88912.86,7409.4,88912.86,EMEA-Enterprise-2
OPP-335,EMEA,Enterprise,Qualified,Partner,8.63,2024-10-31,,99413.98,8284.5,99413.98,EMEA-Enterprise-2
OPP-336,EMEA,Enterprise,Qualified,Outbound,4.39,2024-05-02,2023-02-20,78993.67,6582.81,78993.67,EMEA-Enterprise-2
OPP-337,EMEA,Enterprise,Qualified,Event,6.8,2023-12-06,2023-08-15,82170.71,6847.56,82170.71,EMEA-Enterprise-3
OPP-338,EMEA,Enterprise,Closed Won,Inbound,9.11,2024-12-09,,93687.47,7807.29,93687.47,EMEA-Enterprise-1
OPP-339,EMEA,Enterprise,Qualified,Inbound,9.33,2024-07-10,2023-04-09,68530.02,5710.84,68530.02,EMEA-Enterprise-3
OPP-340,EMEA,Enterprise,Closed Won,Inbound,2.86,2023-05-28,,50761.27,4230.11,50761.27,EMEA-Enterprise-3
OPP-341,EMEA,Enterprise,Proposal Sent,Inbound,2.46,2023-09-04,2025-04-07,82762.68,6896.89,82762.68,EMEA-Enterprise-3
OPP-342,EMEA,Enterprise,Proposal Sent,Outbound,7.66,2024-12-06,,80622.1,6718.51,80622.1,EMEA-Enterprise-2
OPP-343,EMEA,Enterprise,Closed Lost,Inbound,4.93,2023-03-19,2025-04-23,70047.57,5837.3,70047.57,EMEA-Enterprise-2
OPP-344,EMEA,Enterprise,Proposal Sent,Partner,8.05,2024-04-06,2025-01-29,98135.23,8177.94,98135.23,EMEA-Enterprise-3
OPP-345,EMEA,Enterprise,Proposal Sent,Inbound,6.27,2024-01-25,2024-09-27,73182.26,6098.52,73182.26,EMEA-Enterprise-3
OPP-346,EMEA,Enterprise,Negotiation,Inbound,2.39,2024-12-29,,87883.31,7323.61,87883.31,EMEA-Enterprise-2
OPP-347,EMEA,Enterprise,Proposal Sent,Outbound,1.82,2023-11-12,2024-08-06,49256.61,4104.72,49256.61,EMEA-Enterprise-2
OPP-348,EMEA,Enterprise,Qualified,Outbound,6.01,2024-06-08,2023-03-26,46133.88,3844.49,46133.88,EMEA-Enterprise-2
OPP-349,EMEA,Enterprise,Proposal Sent,Outbound,8.06,2024-01-30,2025-05-28,45377.13,3781.43,45377.13,EMEA-Enterprise-3
OPP-350,EMEA,Enterprise,Qualified,Marketing Campaign,9.15,2023-09-06,2024-01-14,63267.97,5272.33,63267.97,EMEA-Enterprise-1
OPP-351,EMEA,Enterprise,Qualified,Inbound,3.42,2023-05-30,2025-07-10,81118.96,6759.91,81118.96,EMEA-Enterprise-3
OPP-352,EMEA,Enterprise,Qualified,Event,4.25,2023-09-10,,56557.71,4713.14,56557.71,EMEA-Enterprise-2
OPP-353,EMEA,Enterprise,Negotiation,Outbound,2.22,2023-01-07,,69748.15,5812.35,69748.15,EMEA-Enterprise-2
OPP-354,EMEA,Enterprise,Negotiation,Event,3.97,2023-12-09,2023-11-06,59933.03,4994.42,59933.03,EMEA-Enterprise-1
OPP-355,EMEA,Enterprise,Negotiation,Partner,5.31,2023-07-01,,58026.12,4835.51,58026.12,EMEA-Enterprise-1
OPP-356,EMEA,Enterprise,Qualified,Partner,5.42,2024-08-12,,98123.51,8176.96,98123.51,EMEA-Enterprise-3
OPP-357,EMEA,Enterprise,Qualified,Event,4.29,2024-07-31,2024-02-04,59553.17,4962.76,59553.17,EMEA-Enterprise-2
OPP-358,EMEA,Enterprise,Proposal Sent,Marketing Campaign,5.15,2024-12-26,2024-09-19,80902.76,6741.9,80902.76,EMEA-Enterprise-3
OPP-359,EMEA,Enterprise,Qualified,Event,8.16,2024-11-20,2024-10-13,89876.91,7489.74,89876.91,EMEA-Enterprise-3
OPP-360,EMEA,Enterprise,Negotiation,Partner,8.1,2023-03-17,2025-10-09,54521.27,4543.44,54521.27,EMEA-Enterprise-1
OPP-361,EMEA,Enterprise,Proposal Sent,Marketing Campaign,8.83,2024-03-04,2025-02-06,74934.64,6244.55,74934.64,EMEA-Enterprise-1
OPP-362,EMEA,Enterprise,Closed Won,Outbound,9.23,2023-04-22,,82098.06,6841.51,82098.06,EMEA-Enterprise-2
OPP-363,EMEA,Enterprise,Proposal Sent,Partner,1.4,2024-10-22,2025-04-29,79456.1,6621.34,79456.1,EMEA-Enterprise-1
OPP-364,EMEA,Enterprise,Proposal Sent,Event,1.95,2023-04-11,2025-12-12,98008.67,8167.39,98008.67,EMEA-Enterprise-1
OPP-365,EMEA,Enterprise,Proposal Sent,Partner,2.99,2024-01-19,2025-11-21,84811.18,7067.6,84811.18,EMEA-Enterprise-1
OPP-366,EMEA,Enterprise,Closed Lost,Outbound,3.66,2023-03-29,2023-11-18,49044.7,4087.06,49044.7,EMEA-Enterprise-3
OPP-367,EMEA,Enterprise,Proposal Sent,Event,5.69,2023-12-23,2025-07-17,60899.72,5074.98,60899.72,EMEA-Enterprise-3
OPP-368,EMEA,Enterprise,Proposal Sent,Inbound,1.4,2024-12-28,2025-01-03,83319.64,6943.3,83319.64,EMEA-Enterprise-3
OPP-369,EMEA,Enterprise,Negotiation,Inbound,9.86,2023-09-07,2023-12-25,78878.2,6573.18,78878.2,EMEA-Enterprise-3
OPP-370,EMEA,Enterprise,Proposal Sent,Outbound,8.18,2024-10-06,2025-07-05,59859.38,4988.28,59859.38,EMEA-Enterprise-2
OPP-371,EMEA,Enterprise,Negotiation,Event,5.05,2024-03-15,2024-04-15,63734.94,5311.24,63734.94,EMEA-Enterprise-2
OPP-372,EMEA,Enterprise,Negotiation,Event,1.56,2023-04-15,,52347.07,4362.26,52347.07,EMEA-Enterprise-1
OPP-373,EMEA,Enterprise,Proposal Sent,Inbound,2.03,2024-11-17,,72213.34,6017.78,72213.34,EMEA-Enterprise-2
OPP-374,EMEA,Enterprise,Negotiation,Outbound,6.5,2024-08-24,2025-01-21,71662.9,5971.91,71662.9,EMEA-Enterprise-1
OPP-375,EMEA,Enterprise,Negotiation,Event,7.35,2023-11-01,,90731.07,7560.92,90731.07,EMEA-Enterprise-2
OPP-376,EMEA,Enterprise,Negotiation,Inbound,3.15,2023-04-30,2023-11-17,75410.1,6284.18,75410.1,EMEA-Enterprise-1
OPP-377,EMEA,Enterprise,Proposal Sent,Inbound,4.45,2023-07-10,2024-01-21,70649.49,5887.46,70649.49,EMEA-Enterprise-2
OPP-378,EMEA,Enterprise,Proposal Sent,Inbound,3.83,2024-04-06,2025-02-05,73294.75,6107.9,73294.75,EMEA-Enterprise-2
OPP-379,EMEA,Enterprise,Proposal Sent,Inbound,4.46,2024-07-29,2025-11-10,97110.52,8092.54,97110.52,EMEA-Enterprise-3
OPP-380,EMEA,Enterprise,Proposal Sent,Partner,4.99,2023-06-21,2023-04-05,64548.06,5379.01,64548.06,EMEA-Enterprise-2
OPP-381,EMEA,Enterprise,Qualified,Inbound,3.02,2023-10-23,2025-08-25,87752.85,7312.74,87752.85,EMEA-Enterprise-3
